id,order_id,service_name,started_at,completed_at,duration_ms,retry_count,outcome
8e80a2b0-c19d-4626-af33-766f84197438,c5c3a01e-4c6c-4d03-9f71-2285c1be66b7,payment,2026-06-17T06:58:27.531524Z,2026-06-17T06:58:27.759072Z,228,0,SUCCESS
17995324-974b-4f64-821f-0910811e9e23,c5c3a01e-4c6c-4d03-9f71-2285c1be66b7,kitchen,2026-06-17T06:58:27.751709Z,2026-06-17T06:58:28.289250Z,538,0,SUCCESS
550b159c-ef8d-4c15-8383-b53d6a061650,ed7db7f1-98e9-42e2-9649-03e11120aa5f,payment,2026-06-17T06:58:27.763236Z,2026-06-17T06:58:27.914364Z,151,0,SUCCESS
b37cf117-8b4d-4983-b98f-fd5938d0f055,d09f0871-5160-4a2c-b6f3-4cbf8515dfc8,payment,2026-06-17T06:58:27.920147Z,2026-06-17T06:58:28.080756Z,161,0,SUCCESS
34d8748a-6d39-4f66-8f75-203031d07036,f41bc24d-960d-497b-a17d-47338a8bea5c,payment,2026-06-17T06:58:28.085447Z,2026-06-17T06:58:28.207378Z,122,0,SUCCESS
231f54a0-f81e-4396-8f0a-6f764fa3d049,601056b9-7564-4e1a-ae47-a23f8db9474b,payment,2026-06-17T06:58:28.214826Z,2026-06-17T06:58:28.595430Z,381,0,SUCCESS
c5986a44-1d58-4684-8fcd-45437d091422,c5c3a01e-4c6c-4d03-9f71-2285c1be66b7,delivery,2026-06-17T06:58:28.266899Z,2026-06-17T06:58:28.276889Z,10,0,FAILED
add750ba-09d5-479b-9e55-95db22743882,ed7db7f1-98e9-42e2-9649-03e11120aa5f,kitchen,2026-06-17T06:58:28.297712Z,2026-06-17T06:58:28.680808Z,383,0,SUCCESS
c5652207-f65d-4846-8a05-277517c57a1b,02f640a3-162b-4ce4-9b1a-3a36229b7b61,payment,2026-06-17T06:58:28.603658Z,2026-06-17T06:58:28.911410Z,308,0,SUCCESS
51507ffe-c41d-4971-838b-39d78c23de99,ed7db7f1-98e9-42e2-9649-03e11120aa5f,delivery,2026-06-17T06:58:28.666596Z,2026-06-17T06:58:28.676387Z,10,0,FAILED
85325b0f-ed83-46ae-9187-ae97aa930381,d09f0871-5160-4a2c-b6f3-4cbf8515dfc8,kitchen,2026-06-17T06:58:28.684977Z,2026-06-17T06:58:28.948898Z,264,0,SUCCESS
efeb430f-e44d-41fb-b874-e9eb67d12f41,29ed6513-a55d-4306-96fd-f90b618941cc,payment,2026-06-17T06:58:28.916676Z,2026-06-17T06:58:29.095151Z,178,0,SUCCESS
e900a8dd-2ba5-4190-897a-4aa895dcf4fd,d09f0871-5160-4a2c-b6f3-4cbf8515dfc8,delivery,2026-06-17T06:58:28.935661Z,2026-06-17T06:58:28.941649Z,6,0,FAILED
a1b7c377-e8a0-4198-a1f6-82d5ba8ca921,f41bc24d-960d-497b-a17d-47338a8bea5c,kitchen,2026-06-17T06:58:28.953605Z,2026-06-17T06:58:29.232107Z,279,0,SUCCESS
afe87141-edc5-43d2-ae47-5cc60c0f0e9c,183b970e-495d-419c-b05f-b46f9ba9bbd1,payment,2026-06-17T06:58:29.101405Z,2026-06-17T06:58:29.345443Z,244,0,SUCCESS
85787bff-27c0-49ae-837f-acb7e9ed19ea,f41bc24d-960d-497b-a17d-47338a8bea5c,delivery,2026-06-17T06:58:29.222086Z,2026-06-17T06:58:29.233198Z,11,0,FAILED
0c7e4044-494f-490b-8f43-308e8896af2a,601056b9-7564-4e1a-ae47-a23f8db9474b,kitchen,2026-06-17T06:58:29.236040Z,2026-06-17T06:58:29.565258Z,329,0,SUCCESS
c0c349d2-f033-405a-9edc-7ff6af600153,c5c3a01e-4c6c-4d03-9f71-2285c1be66b7,delivery,2026-06-17T06:58:29.299595Z,2026-06-17T06:58:29.305089Z,5,1,FAILED
61859e41-0c38-44fa-adcf-8cd1ca6b1efa,901a27b7-0c59-4313-b5a8-547bb41bb7fb,payment,2026-06-17T06:58:29.351149Z,2026-06-17T06:58:29.546658Z,196,0,SUCCESS
83ffb2e2-6615-446d-bbf9-5133f57b2fd9,601056b9-7564-4e1a-ae47-a23f8db9474b,delivery,2026-06-17T06:58:29.553922Z,2026-06-17T06:58:29.563803Z,10,0,FAILED
041b9558-b634-4a08-acb1-928c51b825c1,06fc8918-b2ef-4ce2-8b1b-029169094c33,payment,2026-06-17T06:58:29.562998Z,2026-06-17T06:58:29.894995Z,332,0,SUCCESS
d9105040-e640-4b2c-81e5-faeac7300011,02f640a3-162b-4ce4-9b1a-3a36229b7b61,kitchen,2026-06-17T06:58:29.576511Z,2026-06-17T06:58:29.904464Z,328,0,SUCCESS
4f5f2863-f622-458d-9d4f-6bf7e19d1f2a,ed7db7f1-98e9-42e2-9649-03e11120aa5f,delivery,2026-06-17T06:58:29.687594Z,2026-06-17T06:58:29.697706Z,10,1,FAILED
800e7ced-1aa4-4b48-8fa8-4a15522c5152,02f640a3-162b-4ce4-9b1a-3a36229b7b61,delivery,2026-06-17T06:58:29.868416Z,2026-06-17T06:58:29.887153Z,19,0,FAILED
6785fc8b-3cfe-48b2-90ac-79c555435c9e,50ee1ab9-42f2-4ea1-b357-b01d133e37c3,payment,2026-06-17T06:58:29.904858Z,2026-06-17T06:58:30.074844Z,170,0,SUCCESS
2929c983-7f14-45ba-9315-872f15b2a19e,29ed6513-a55d-4306-96fd-f90b618941cc,kitchen,2026-06-17T06:58:29.910273Z,2026-06-17T06:58:30.317182Z,407,0,SUCCESS
6319016a-c5d9-444c-9ae5-be86ed3f4ff5,d09f0871-5160-4a2c-b6f3-4cbf8515dfc8,delivery,2026-06-17T06:58:29.953006Z,2026-06-17T06:58:29.958078Z,5,1,FAILED
1d2d1215-6e1c-4419-8cf0-57e0652a1c49,a4ed36a4-ed6e-4f9e-98fb-9f5ca4e9c0db,payment,2026-06-17T06:58:30.079692Z,2026-06-17T06:58:30.400705Z,321,0,SUCCESS
00c30d86-dc12-4dc3-b142-a27bc1c32dc5,f41bc24d-960d-497b-a17d-47338a8bea5c,delivery,2026-06-17T06:58:30.243105Z,2026-06-17T06:58:30.271533Z,28,1,FAILED
be3f5ab4-b2e5-4305-a73a-448590163239,29ed6513-a55d-4306-96fd-f90b618941cc,delivery,2026-06-17T06:58:30.310058Z,2026-06-17T06:58:30.315677Z,6,0,FAILED
97db6473-921b-4b93-b19b-8a382f6d2f05,183b970e-495d-419c-b05f-b46f9ba9bbd1,kitchen,2026-06-17T06:58:30.376809Z,2026-06-17T06:58:30.761790Z,385,0,SUCCESS
9f20df84-f304-4088-9818-a8e7b12761c3,a515a961-e134-4a0f-8fb2-56d3340f6599,payment,2026-06-17T06:58:30.410138Z,2026-06-17T06:58:30.612154Z,202,0,SUCCESS
df265977-8d1f-46f4-b1fc-3e77f63f945a,601056b9-7564-4e1a-ae47-a23f8db9474b,delivery,2026-06-17T06:58:30.577146Z,2026-06-17T06:58:30.583274Z,6,1,FAILED
7ac548fe-9515-4438-9501-2d11f83ebd43,8e5b7b49-4dcf-4dee-87e6-5cffa21bebf8,payment,2026-06-17T06:58:30.617161Z,2026-06-17T06:58:30.780142Z,163,0,SUCCESS
55f64d6e-4992-419a-bdf4-f69e3514855a,183b970e-495d-419c-b05f-b46f9ba9bbd1,delivery,2026-06-17T06:58:30.755060Z,2026-06-17T06:58:30.760208Z,5,0,FAILED
