id,order_id,service_name,started_at,completed_at,duration_ms,retry_count,outcome
ff27d8f0-2c3e-44cd-b37b-c5664212d6b8,6475d566-4f73-466e-b2b8-37c9db6e8581,payment,2026-06-10T19:50:55.939931Z,2026-06-10T19:50:56.401430Z,461,0,SUCCESS
2b80f06b-92a1-4674-a2b2-743740ae172d,6475d566-4f73-466e-b2b8-37c9db6e8581,kitchen,2026-06-10T19:50:56.386900Z,2026-06-10T19:50:56.918591Z,532,0,SUCCESS
b49999af-14b6-4284-9d89-0f6db083ea69,c264446a-0364-444c-8960-1d19919dbc3f,payment,2026-06-10T19:50:56.448297Z,2026-06-10T19:50:56.724074Z,276,0,SUCCESS
11507ea8-db7c-4a1e-bf3d-c22c8c07575f,0408e9b9-9a7b-499a-9ac5-a7bc15e07a97,payment,2026-06-10T19:50:56.733853Z,2026-06-10T19:50:57.041311Z,307,0,SUCCESS
045f3a3e-1b27-47f2-9e37-5d9e4cf55b31,c264446a-0364-444c-8960-1d19919dbc3f,kitchen,2026-06-10T19:50:56.932962Z,2026-06-10T19:50:57.248887Z,316,0,SUCCESS
65ade0f7-b825-439b-9cae-bdba5890ef79,9d59fdd4-0711-4ceb-927b-7766ec2e89aa,payment,2026-06-10T19:50:57.049765Z,2026-06-10T19:50:57.328632Z,279,0,SUCCESS
ee66aed5-701d-4347-81bb-56d2e9873804,0408e9b9-9a7b-499a-9ac5-a7bc15e07a97,kitchen,2026-06-10T19:50:57.256816Z,2026-06-10T19:50:57.734360Z,478,0,SUCCESS
7e079990-491f-4c75-be6a-7c6abc936538,93757914-3a0c-4a5a-989d-aad61e29fd55,payment,2026-06-10T19:50:57.339210Z,2026-06-10T19:50:57.544801Z,206,0,SUCCESS
5a8ac41d-eeda-4865-8268-ff4b1bd37962,6475d566-4f73-466e-b2b8-37c9db6e8581,delivery,2026-06-10T19:50:57.374211Z,2026-06-10T19:51:00.576754Z,3203,0,SUCCESS
fa4fee53-a3ed-41a3-a30b-95a76ceb87cd,42b3a415-4413-4750-8e2c-8e474ad7d8aa,payment,2026-06-10T19:50:57.566599Z,2026-06-10T19:50:57.839029Z,272,0,SUCCESS
dac27a7d-ebb2-4693-bb71-2fb88a97b0f2,9d59fdd4-0711-4ceb-927b-7766ec2e89aa,kitchen,2026-06-10T19:50:57.742365Z,2026-06-10T19:50:58.191424Z,449,0,SUCCESS
2fa1d137-0fdb-4b54-81b6-a8da1eae7b88,662fa3e2-47f3-4537-ba1c-afb151dc7afc,payment,2026-06-10T19:50:57.845763Z,2026-06-10T19:50:57.996182Z,150,0,SUCCESS
3b89cf18-8bd7-4560-b054-e6412bc785a2,eae0206e-5361-4a64-bb55-8fe79c5b1204,payment,2026-06-10T19:50:58.003742Z,2026-06-10T19:50:58.234357Z,231,0,SUCCESS
8e7f5454-102c-45e5-9ec5-1538c75f2153,93757914-3a0c-4a5a-989d-aad61e29fd55,kitchen,2026-06-10T19:50:58.199217Z,2026-06-10T19:50:58.678806Z,480,0,SUCCESS
9ca9c828-fe47-4011-873a-f0bb6d4e68f1,b296370e-5005-4a84-8449-a77d6aa16034,payment,2026-06-10T19:50:58.242641Z,2026-06-10T19:50:58.445436Z,203,0,SUCCESS
c9f056e9-60d4-4264-bd6f-0d695e090119,b3b56405-374d-4f1f-8b06-e9c535acfa54,payment,2026-06-10T19:50:58.453833Z,2026-06-10T19:50:58.840042Z,386,0,SUCCESS
506303e3-4082-46d4-963d-0db9d93500e4,42b3a415-4413-4750-8e2c-8e474ad7d8aa,kitchen,2026-06-10T19:50:58.686722Z,2026-06-10T19:50:59.202814Z,516,0,SUCCESS
7e58dfb2-e143-4e94-a5ff-35009038247f,202fdc75-30ab-4f93-b242-e514e03c0624,payment,2026-06-10T19:50:58.850000Z,2026-06-10T19:50:59.157788Z,308,0,SUCCESS
2d42d1ab-0400-45ac-9823-98d4be8d358b,91991370-af40-41c1-9dc8-74bc70494a2d,payment,2026-06-10T19:50:59.177016Z,2026-06-10T19:50:59.356519Z,180,0,SUCCESS
28db1334-316b-4a32-95cb-84e6249f4181,662fa3e2-47f3-4537-ba1c-afb151dc7afc,kitchen,2026-06-10T19:50:59.211066Z,2026-06-10T19:50:59.662476Z,451,0,SUCCESS
4861276e-da43-48b6-86a5-987327470a7c,d2a437c0-9dcc-44ef-b00a-6a243966ad5c,payment,2026-06-10T19:50:59.365256Z,2026-06-10T19:50:59.553790Z,189,0,SUCCESS
d18ed472-dbbc-44ee-ba9e-cc19dc95bbd7,2038d44e-ddc9-4d49-b603-69bb185cf1ac,payment,2026-06-10T19:50:59.560864Z,2026-06-10T19:50:59.800272Z,239,0,SUCCESS
